 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
57,MAX_IF43b-1_001_thumb_w1405-0003:0003-0504,-989987,16.1880,-3.4030,18,18,-151,17.9900,-138.3730,20.0540,-142.7380,-16744.5680,484,457,-921,-1338,-1204.7920,-880.9880,57.8310,0.7710,-1643.4200,-121412287.0000,17,-4.1410,-46.4960,0,-121412287.0000,0,490,475,13.9370,-931.6130,-0.0740,0.0430,0.2830
58,MAX_IF43b-1_001_thumb_w1405-0003:0004-0580,-993573,14.2700,-3.8230,17,17,-149,27.9570,-70.8230,29.8910,-75.0540,-16836.7940,502,552,-941,-1376,-1230.5390,-909.3180,92.3730,0.7460,-1674.6580,-121917724.0000,15,-3.8350,-45.2360,0,-121917724.0000,0,502,552,33.2510,-968.0000,0.1140,-0.0570,0.3000
59,MAX_IF43b-1_001_thumb_w1405-0003:0005-0711,-976281,9.7300,1.9810,11,9,-77,-1.7510,71.7540,-1.3460,68.2690,-16509.6150,417,639,-838,-1288,-1127.6650,-822.6810,-73.9290,0.7670,-1560.4520,-119643683.0000,9,-1.2700,-29.9460,0,-119643683.0000,0,417,768,-103.2350,-880.9300,-0.0590,0.0340,0.3000
60,MAX_IF43b-1_001_thumb_w1405-0003:0006-0823,-962413,6.3490,-1.2070,9,7,-86,269.2890,171.0650,271.2990,167.6700,-16368.0510,677,713,-811,-1211,-1096.3350,-762.2960,19.0380,0.8200,-1537.6540,-117924318.0000,7,-0.9110,-22.8040,0,-117924318.0000,0,762,934,-47.4830,-821.4840,-0.2910,0.2000,0.3040
61,MAX_IF43b-1_001_thumb_w1405-0003:0007-0840,-981459,9.7900,4.5620,9,8,-88,-9.4890,186.7510,-8.9640,181.1920,-16580.1420,422,780,-862,-1312,-1148.5570,-844.3720,87.5760,0.7520,-1589.5480,-120328761.0000,8,-1.5170,-34.0580,0,-120328761.0000,0,422,789,29.5160,-905.0260,0.0010,0.0000,0.2970
62,MAX_IF43b-1_001_thumb_w1405-0003:0008-1029,-967067,11.3500,4.8270,12,9,-52,-37.2660,384.1370,-33.9010,381.0820,-16418.3950,382,922,-830,-1217,-1089.2340,-795.0540,-28.7850,0.8230,-1537.8310,-118373918.0000,10,-1.2650,-31.1980,0,-118373918.0000,0,412,1121,-71.6140,-853.2030,-0.0440,0.0250,0.3040
63,MAX_IF43b-1_001_thumb_w1405-0003:0009-1066,-971920,12.3630,-0.0400,13,10,-114,188.3330,419.7430,190.2680,416.6710,-16453.1220,607,975,-827,-1249,-1099.2110,-815.8440,-41.9100,0.7670,-1543.9920,-118999047.0000,12,-2.9020,-41.0910,0,-118999047.0000,0,620,1135,-87.3220,-875.0320,0.0710,-0.0360,0.2920
64,MAX_IF43b-1_001_thumb_w1405-0003:0010-1093,-967549,4.1400,-4.5000,7,6,-137,-301.7300,442.0820,-299.6390,438.1540,-16414.8800,111,994,-813,-1233,-1087.4200,-799.1260,-44.3400,0.8000,-1534.1950,-118653168.0000,6,-2.9950,-35.3960,0,-118653168.0000,0,151,1182,-76.0870,-856.0640,-0.0010,0.0010,0.3000
65,MAX_IF43b-1_001_thumb_w1405-0003:0011-1098,-990104,11.2010,-4.2970,15,14,-135,405.7240,446.0920,407.8110,441.8300,-16739.2300,860,1044,-913,-1323,-1195.0420,-889.1980,54.5560,0.7330,-1642.0480,-121464488.0000,12,-2.6330,-34.0840,0,-121464488.0000,0,881,1053,1.8830,-948.5790,0.1900,-0.0900,0.2850
66,MAX_IF43b-1_001_thumb_w1405-0003:0012-1166,-969925,11.0880,-2.3460,15,10,-110,308.4580,520.7980,310.4360,516.3620,-16409.2570,723,1057,-809,-1213,-1118.6940,-787.8900,-17.6600,0.7200,-1540.9410,-118764386.0000,12,-2.6120,-34.9970,0,-118764386.0000,0,804,1057,-31.6500,-853.1030,-0.2630,0.1760,0.2810
