nucleus_id,Mean_normalized_w1405-0001,Mean_normalized_w1405-0002,Mean_normalized_w1405-0003,Mean_normalized_w1405-0004,Median_normalized_w1405-0001,Median_normalized_w1405-0002,Median_normalized_w1405-0003,Median_normalized_w1405-0004,Area_w1405-0001,Area_w1405-0002,Area_w1405-0003,Area_w1405-0004,total_intensity_w1405-0001,total_intensity_w1405-0002,total_intensity_w1405-0003,total_intensity_w1405-0004,Skew_w1405-0001,Skew_w1405-0002,Skew_w1405-0003,Skew_w1405-0004,Kurt_w1405-0001,Kurt_w1405-0002,Kurt_w1405-0003,Kurt_w1405-0004,ratio_RNAPII_to_DNA,cell_cycle,ratio_RNAPII_to_DNA_MvsI,RNAPII_abs_MvsI
MAX_IF43b-1_012_thumb0007-0300,42.523,173.193,16.142,144.764,43.0,183.0,9.0,136.0,11044.0,11044.0,11044.0,11044.0,469624.012,1912743.492,178272.248,1598773.616,0.384,0.144,1.902,3.622,-0.188,-0.841,3.462,16.258,4.072925240458105,I,1.1057831481230238,0.9827185532331744
MAX_IF43b-1_004_thumb0019-1187,31.076,102.604,-0.218,130.978,31.0,111.0,3.0,124.0,15883.0,15883.0,15883.0,15883.0,493580.108,1629659.332,-3462.494,2080323.574,0.664,0.205,6.489,5.051,0.215,-0.398,57.992,34.627,3.3017119320375854,I,0.8964017748563503,0.5821878161122944
MAX_IF43b-1_004_thumb0020-1214,31.329,176.379,1.414,134.714,31.0,190.0,4.0,127.0,17651.0,17651.0,17651.0,17651.0,552988.179,3113265.729,24958.514,2377836.814,0.703,0.096,4.03,3.479,0.247,-0.453,35.453,14.566,5.629895623862875,I,1.5284944699497882,1.0007963122107362
MAX_IF43b-1_004_thumb0021-1217,30.269,97.462,-1.98,126.511,30.0,110.0,1.0,123.0,6251.0,6251.0,6251.0,6251.0,189211.519,609234.962,-12376.98,790820.261,0.884,0.101,0.833,4.125,0.791,0.517,2.127,19.893,3.2198619049192247,I,0.8741798151302455,0.5530114706438
MAX_IF43b-1_003_thumb0001-0262,35.358,324.637,10.69,147.329,33.0,346.0,13.0,130.0,40210.0,40210.0,40210.0,40210.0,1421745.18,13053653.77,429844.9,5924099.09,0.955,-0.199,4.135,5.29,0.712,-0.741,30.323,33.872,9.181429945132644,I,2.492722038732498,1.8420305841804114
MAX_IF43b-1_003_thumb0002-0232,148.536,193.145,24.449,207.014,166.0,199.0,26.0,166.0,12603.0,12603.0,12603.0,12603.0,1871999.208,2434206.435,308130.747,2608997.442,-0.552,0.425,1.854,1.437,-0.86,0.216,11.778,1.097,1.3003245004578015,I,0.35303297625369623,1.095928674739865
MAX_IF43b-1_003_thumb0003-0604,36.443,310.786,20.908,142.454,35.0,301.0,18.0,131.0,34539.0,34539.0,34539.0,34539.0,1258704.777,10734237.654,722141.412,4920218.706,0.619,0.334,2.866,4.384,0.319,-0.747,10.639,23.306,8.528002634250749,I,2.315319099508582,1.763438293032197
MAX_IF43b-1_003_thumb0005-0785,57.877,220.238,12.001,148.78,58.0,226.0,15.0,131.0,25530.0,25530.0,25530.0,25530.0,1477599.81,5622676.14,306385.53,3798353.4,0.475,0.209,2.422,4.996,1.215,-0.432,18.639,31.379,3.8052767075003886,I,1.0331176264422959,1.2496577155368165
MAX_IF43b-1_003_thumb0006-0886,44.938,387.561,21.91,140.936,43.0,395.0,17.0,132.0,29988.0,29988.0,29988.0,29988.0,1347600.744,11622179.268,657037.08,4226388.768,0.342,0.067,3.232,3.695,0.449,-0.726,13.56,16.554,8.624349103208864,I,2.341476786052089,2.199069161049247
MAX_IF43b-1_003_thumb0010-1283,36.536,150.541,11.779,142.039,37.0,156.0,12.0,138.0,4494.0,4494.0,4494.0,4494.0,164192.784,676531.254,52934.826,638323.266,-0.065,0.335,3.258,1.304,-0.816,-0.428,15.777,1.558,4.120347054959492,I,1.118657983832788,0.8541882969997361
MAX_IF43b-1_003_thumb0012-1370,33.377,79.92,19.315,140.054,33.0,82.0,19.0,135.0,8067.0,8067.0,8067.0,8067.0,269252.259,644714.64,155814.105,1129815.618,0.154,1.346,1.815,1.532,-0.67,3.697,4.571,2.442,2.3944632531383885,I,0.6500873347290941,0.45347598791172444
MAX_IF43b-1_012_thumb0003-0222,47.963,149.726,-3.492,139.186,44.0,161.0,-2.0,129.0,41892.0,41892.0,41892.0,41892.0,2009265.996,6272321.592,-146286.864,5830779.912,0.986,0.037,3.407,5.462,0.532,-0.161,19.036,40.187,3.1216979755227987,I,0.8475286952418045,0.8495638859618475
MAX_IF43b-1_012_thumb0004-0226,65.865,175.169,-4.844,141.402,63.0,186.0,-3.0,128.0,22408.0,22408.0,22408.0,22408.0,1475902.92,3925186.952,-108544.352,3168536.016,0.591,0.02,4.382,4.343,0.17,-0.633,38.121,24.01,2.659515676003948,I,0.7220480227531512,0.9939306222035643
MAX_IF43b-1_012_thumb0005-0237,72.475,217.989,14.88,155.981,75.0,231.0,10.0,143.0,13924.0,13924.0,13924.0,13924.0,1009141.9,3035278.836,207189.12,2171879.444,-0.089,-0.034,4.001,3.274,-0.219,-0.977,22.755,14.148,3.007781993790963,I,0.8166009552357576,1.236896610721833
MAX_IF43b-1_012_thumb0006-0269,56.837,222.897,6.619,157.067,53.0,233.0,6.0,145.0,32640.0,32640.0,32640.0,32640.0,1855159.68,7275358.08,216044.16,5126666.88,0.938,0.087,5.608,4.309,0.682,-0.64,44.458,24.869,3.921688336822844,I,1.0647229249318495,1.264745211180676
MAX_IF43b-1_010_thumb0007-0858,61.725,246.455,9.84,143.511,61.0,254.0,13.0,132.0,19687.0,19687.0,19687.0,19687.0,1215180.075,4851959.585,193720.08,2825301.057,0.12,0.048,2.898,4.326,-0.234,-0.517,21.015,26.319,3.9927906034831917,I,1.0840269100591382,1.3984162237335342
MAX_IF43b-1_001_thumb0009-1066,38.569,183.352,12.363,142.078,39.0,194.0,12.0,131.0,25392.0,25392.0,25392.0,25392.0,979344.048,4655673.984,313921.296,3607644.576,-0.163,-0.103,1.89,4.313,0.067,-0.962,4.92,24.877,4.753869688091473,I,1.290656881507884,1.0403619786735547
MAX_IF43b-1_010_thumb0005-0649,51.275,282.096,11.944,144.772,49.0,300.0,14.0,137.0,24974.0,24974.0,24974.0,24974.0,1280541.85,7045065.504,298289.456,3615535.928,0.651,-0.111,4.688,3.242,0.75,-0.753,36.775,14.987,5.501628473915163,I,1.4936704443425823,1.6006476762505732
MAX_IF43b-1_005_thumb0003-0458,58.723,282.378,11.534,147.007,58.0,288.0,10.0,131.0,28559.0,28559.0,28559.0,28559.0,1677070.157,8064433.302,329399.506,4198372.913,0.067,-0.004,4.363,6.031,0.215,-0.929,23.944,53.203,4.808643972549087,I,1.3055278838287894,1.6022477792109224
MAX_IF43b-1_011_thumb0001-0095,75.034,187.77,23.472,153.429,77.0,196.0,24.0,137.0,18195.0,18195.0,18195.0,18195.0,1365243.63,3416475.15,427073.04,2791640.655,-0.141,0.158,2.738,3.966,-0.361,-0.644,10.322,19.612,2.5024655489511423,I,0.6794095323186842,1.065430258385692
MAX_IF43b-1_005_thumb0012-1238,16.707,215.752,3.081,133.975,16.0,232.0,5.0,125.0,4099.0,4099.0,4099.0,4099.0,68481.993,884367.448,12629.019,549163.525,-0.015,-0.87,-0.027,4.474,0.04,0.393,-0.032,24.547,12.913868438379122,I,3.506064377118613,1.2242035953945243
MAX_IF43b-1_005_thumb0009-1023,37.551,192.141,4.544,130.14,36.0,198.0,6.0,124.0,28831.0,28831.0,28831.0,28831.0,1082632.881,5539617.171,131008.064,3752066.34,0.48,0.032,5.316,4.778,-0.252,-0.672,49.183,31.501,5.116801150435407,I,1.3891913429306104,1.090231854271104
MAX_IF43b-1_005_thumb0008-0917,49.756,312.967,11.701,158.372,49.0,326.0,12.0,145.0,28135.0,28135.0,28135.0,28135.0,1399885.06,8805326.545,329207.635,4455796.22,0.367,0.006,7.296,4.384,0.327,-0.951,74.428,25.494,6.2900353726183775,I,1.7077198095972939,1.7758135574170253
MAX_IF43b-1_005_thumb0007-0838,47.217,254.672,5.644,133.666,46.0,266.0,7.0,125.0,26937.0,26937.0,26937.0,26937.0,1271884.329,6860099.664,152032.428,3600561.042,0.185,-0.102,7.359,4.149,0.436,-0.728,110.848,21.085,5.393650591947815,I,1.4643548750157855,1.4450405004186022
MAX_IF43b-1_005_thumb0006-0672,51.76,236.282,9.197,134.376,50.0,245.0,9.0,126.0,30424.0,30424.0,30424.0,30424.0,1574746.24,7188643.568,279809.528,4088255.424,0.596,0.054,3.436,5.257,1.094,-0.758,15.632,38.914,4.564953632148377,I,1.2393669169888581,1.3406933605575335
MAX_IF43b-1_008_thumb0024-1327,36.608,177.501,6.536,137.617,35.0,185.0,8.0,131.0,20572.0,20572.0,20572.0,20572.0,753099.776,3651550.572,134458.592,2831056.924,0.653,-0.083,3.849,2.637,0.065,-0.114,24.902,8.38,4.848694274475525,I,1.3164013829314916,1.0071626793082957
MAX_IF43b-1_011_thumb0003-0221,66.997,234.511,29.079,163.496,67.0,254.0,26.0,144.0,26530.0,26530.0,26530.0,26530.0,1777430.41,6221576.83,771465.87,4337548.88,0.387,-0.087,3.136,3.703,0.251,-0.314,12.63,18.461,3.500320909891488,I,0.9503233294665897,1.3306444870015817
MAX_IF43b-1_008_thumb0020-1250,29.005,156.966,2.448,134.278,27.0,171.0,4.0,129.0,24179.0,24179.0,24179.0,24179.0,701311.895,3795280.914,59190.192,3246707.762,1.12,-0.204,3.272,3.477,1.368,-0.782,15.403,17.184,5.411687640062059,I,1.469251862480346,0.8906445435254222
MAX_IF43b-1_008_thumb0019-1195,41.465,192.667,15.291,146.427,42.0,195.0,10.0,140.0,17009.0,17009.0,17009.0,17009.0,705278.185,3277073.003,260084.619,2490576.843,0.351,0.258,3.477,3.36,-0.337,-0.492,15.496,15.616,4.646497045701193,I,1.2615056323405271,1.0932164434808336
MAX_IF43b-1_008_thumb0017-1151,45.869,166.565,2.847,137.775,45.0,176.0,5.0,128.0,22127.0,22127.0,22127.0,22127.0,1014943.363,3685583.755,62995.569,3048547.425,0.322,0.025,6.313,3.58,-0.06,-0.768,54.838,15.567,3.631319627635222,I,0.9858889649631187,0.9451104595409957
MAX_IF43b-1_008_thumb0016-0980,55.344,214.266,2.925,143.789,54.0,206.0,6.0,131.0,8586.0,8586.0,8586.0,8586.0,475183.584,1839687.876,25114.05,1234572.354,0.708,0.298,2.928,3.641,0.922,-0.743,17.779,15.89,3.8715307892454462,I,1.0511053484756643,1.21577184717084
MAX_IF43b-1_008_thumb0015-0897,52.962,242.953,2.983,143.075,52.0,252.0,6.0,129.0,15149.0,15149.0,15149.0,15149.0,802321.338,3680494.997,45189.467,2167443.175,0.206,-0.006,3.438,4.39,0.234,-0.958,23.149,24.266,4.587307881122314,I,1.2454360074692779,1.3785454415805454
MAX_IF43b-1_008_thumb0012-0751,59.494,189.516,9.567,138.615,58.0,196.0,9.0,130.0,26523.0,26523.0,26523.0,26523.0,1577959.362,5026532.868,253745.541,3676485.645,0.724,0.111,3.546,3.66,1.199,-0.594,18.398,16.446,3.18546408041147,I,0.8648409413657739,1.0753372788423219
MAX_IF43b-1_011_thumb0002-0226,73.037,205.892,23.792,150.847,74.0,219.0,23.0,139.0,84730.0,84730.0,84730.0,84730.0,6188425.01,17445229.16,2015896.16,12781266.31,-0.106,0.163,3.599,4.252,0.012,-0.436,17.322,25.05,2.819009543108287,I,0.7653499789788722,1.1682567330220317
MAX_IF43b-1_011_thumb0004-0193,74.032,189.759,10.228,147.487,74.0,206.0,13.0,136.0,22632.0,22632.0,22632.0,22632.0,1675492.224,4294625.688,231480.096,3337925.784,0.168,-0.053,2.432,3.575,0.484,-0.566,9.511,15.788,2.5632023989626105,I,0.6958993476842132,1.0767160909677291
MAX_IF43b-1_008_thumb0010-0665,63.935,256.012,7.123,141.862,63.0,261.0,9.0,131.0,26035.0,26035.0,26035.0,26035.0,1664547.725,6665272.42,185447.305,3693377.17,0.459,0.103,5.485,4.899,0.936,-0.868,42.546,32.82,4.004254320794557,I,1.0871392641214799,1.4526438265422472
MAX_IF43b-1_011_thumb0018-0885,97.261,96.876,13.005,154.624,102.0,107.0,17.0,139.0,14931.0,14931.0,14931.0,14931.0,1452203.991,1446455.556,194177.655,2308690.944,-0.114,0.062,0.816,1.886,-0.694,-0.299,3.253,3.096,0.9960415788445524,I,0.27042136245846604,0.5496864339956984
MAX_IF43b-1_011_thumb0024-1205,28.858,88.921,-2.271,137.247,29.0,95.0,2.0,126.0,4759.0,4759.0,4759.0,4759.0,137335.222,423175.039,-10807.689,653158.473,0.624,0.518,4.121,3.944,0.232,-0.145,25.149,19.968,3.0813292674475017,I,0.8365687501247808,0.5045487777915222
MAX_IF43b-1_011_thumb0023-1168,41.866,188.946,0.063,140.969,41.0,196.0,4.0,133.0,21659.0,21659.0,21659.0,21659.0,906775.694,4092381.414,1364.517,3053247.571,0.729,0.13,1.722,3.877,0.756,-0.35,15.206,21.632,4.513113266134811,I,1.2252924619605885,1.0721030281777864
MAX_IF43b-1_011_thumb0022-1113,34.906,136.224,-0.42,134.532,34.0,149.0,3.0,126.0,7810.0,7810.0,7810.0,7810.0,272615.86,1063909.44,-3280.2,1050694.92,0.761,-0.278,6.162,4.153,0.212,-0.364,70.883,24.931,3.9025955423136423,I,1.0595393064826004,0.7729518640801645
MAX_IF43b-1_011_thumb0021-1023,37.301,123.888,7.189,143.597,32.0,134.0,9.0,134.0,11574.0,11574.0,11574.0,11574.0,431721.774,1433879.712,83205.486,1661991.678,1.63,0.271,4.063,3.102,1.929,-0.642,21.717,12.891,3.3213050588456072,I,0.9017212315525187,0.7029558707508473
MAX_IF43b-1_011_thumb0020-1023,44.272,141.603,3.417,140.932,44.0,150.0,6.0,129.0,23147.0,23147.0,23147.0,23147.0,1024763.984,3277684.641,79093.299,3262153.004,0.321,0.186,5.367,4.086,-0.773,-0.169,44.397,20.655,3.198477593061077,I,0.8683740587534633,0.8034729769302292
MAX_IF43b-1_011_thumb0019-0912,74.876,228.668,8.948,143.18,78.0,241.0,12.0,133.0,14208.0,14208.0,14208.0,14208.0,1063838.208,3248914.944,127133.184,2034301.44,-0.776,-0.008,3.307,4.415,0.519,-0.922,15.181,31.425,3.0539558737112023,I,0.8291369816258501,1.2974905806281056
MAX_IF43b-1_011_thumb0017-0790,63.195,232.042,6.933,143.195,60.0,244.0,11.0,132.0,43855.0,43855.0,43855.0,43855.0,2771416.725,10176201.91,304046.715,6279816.725,0.466,0.074,4.162,5.12,-0.497,-0.179,39.015,42.465,3.671841126671414,I,0.9968903922237538,1.316635074912567
MAX_IF43b-1_011_thumb0005-0181,68.372,223.289,12.488,167.057,69.0,233.0,15.0,147.0,15433.0,15433.0,15433.0,15433.0,1055185.076,3446019.137,192727.304,2578190.681,-0.096,-0.052,2.52,3.135,-0.039,-0.513,8.015,11.765,3.2657959398584215,I,0.8866507245534062,1.266969467778041
MAX_IF43b-1_011_thumb0014-0614,68.722,156.769,17.515,145.649,64.0,160.0,19.0,135.0,24369.0,24369.0,24369.0,24369.0,1674686.418,3820303.761,426823.035,3549320.481,0.723,0.218,2.543,2.834,0.022,-1.17,10.386,10.597,2.2812054363959144,I,0.6193382839233035,0.8895267411027669
MAX_IF43b-1_011_thumb0013-0573,88.821,43.633,22.566,142.779,83.0,52.0,26.0,139.0,10122.0,10122.0,10122.0,10122.0,899046.162,441653.226,228413.052,1445209.038,0.767,0.783,1.105,3.235,-0.122,0.859,2.873,17.044,0.49124643946814384,I,0.13337147191982646,0.24757905130821165
MAX_IF43b-1_011_thumb0010-0485,60.78,173.648,29.506,147.89,59.0,181.0,26.0,133.0,14825.0,14825.0,14825.0,14825.0,901063.5,2574331.6,437426.45,2192469.25,0.465,0.12,1.801,3.546,-0.239,-0.479,3.804,14.992,2.8569924317209607,I,0.7756621835162195,0.9853002796408299
MAX_IF43b-1_011_thumb0009-0425,68.867,192.001,13.25,151.266,68.0,196.0,17.0,135.0,13424.0,13424.0,13424.0,13424.0,924470.608,2577421.424,177868.0,2030594.784,0.24,0.222,2.311,3.644,-0.477,-0.564,9.057,17.114,2.7879971539343953,I,0.7569302375628316,1.0894374769149024
MAX_IF43b-1_011_thumb0007-0335,73.795,176.933,39.758,149.746,73.0,182.0,34.0,143.0,11727.0,11727.0,11727.0,11727.0,865393.965,2074893.291,466242.066,1756071.342,0.276,0.367,1.781,2.888,-0.301,-0.275,3.24,12.167,2.397628565620977,I,0.6509467045910845,1.003939776891706
MAX_IF43b-1_011_thumb0006-0320,70.486,222.618,11.341,147.737,69.0,229.0,15.0,133.0,19734.0,19734.0,19734.0,19734.0,1390970.724,4393143.612,223803.294,2915441.958,0.361,0.201,2.193,3.409,0.08,-0.721,7.624,13.18,3.158329313622563,I,0.8574739591424404,1.2631621305922456
MAX_IF43b-1_008_thumb0011-0704,63.309,252.68,7.833,157.431,64.0,251.0,10.0,138.0,22323.0,22323.0,22323.0,22323.0,1413246.807,5640575.64,174856.059,3514332.213,-0.146,0.103,3.942,3.739,-0.307,-0.821,22.646,17.529,3.991217678371164,I,1.0835998670913807,1.4337376454646464
MAX_IF43b-1_008_thumb0009-0455,141.218,83.215,14.531,190.912,155.0,90.0,18.0,172.0,12462.0,12462.0,12462.0,12462.0,1759858.716,1037025.33,181085.322,2379145.344,-0.483,0.262,0.57,1.527,-0.739,-0.332,1.161,2.655,0.5892662408474841,I,0.15998346161975263,0.4721722264023292
MAX_IF43b-1_010_thumb0002-0280,78.047,270.341,16.898,157.223,79.0,287.0,19.0,139.0,22774.0,22774.0,22774.0,22774.0,1777442.378,6156745.934,384835.052,3580596.602,-0.23,-0.01,2.689,3.746,0.281,-0.868,13.942,17.28,3.4638230809640347,I,0.9404143127799698,1.5339483489494932
MAX_IF43b-1_014_thumb0012-0686,66.253,212.629,2.154,145.493,65.0,228.0,4.0,131.0,20691.0,20691.0,20691.0,20691.0,1370840.823,4399506.639,44568.414,3010395.663,0.303,-0.126,4.495,3.954,-0.086,-0.324,28.569,20.129,3.20934901061084,I,0.8713256057652579,1.2064833062272529
MAX_IF43b-1_014_thumb0018-0874,60.894,128.792,20.741,145.123,62.0,138.0,20.0,134.0,11243.0,11243.0,11243.0,11243.0,684631.242,1448008.456,233191.063,1631617.889,-0.39,0.396,2.786,5.622,0.465,-0.389,13.567,41.748,2.1150195421552205,I,0.5742194687087022,0.730781774713799
MAX_IF43b-1_014_thumb0017-0859,64.476,157.775,22.554,150.645,64.0,160.0,18.0,137.0,14942.0,14942.0,14942.0,14942.0,963400.392,2357474.05,337001.868,2250937.59,0.224,0.36,2.497,4.036,-0.286,-0.535,8.198,21.627,2.447034555493517,I,0.664360236092892,0.8952349098194735
MAX_IF43b-1_014_thumb0016-0814,67.638,172.482,8.746,153.677,67.0,177.0,7.0,135.0,17559.0,17559.0,17559.0,17559.0,1187655.642,3028611.438,153571.014,2698414.443,0.229,0.247,3.385,3.345,0.215,-0.39,15.609,14.193,2.5500754014015787,I,0.692335419590407,0.9786842510884641
MAX_IF43b-1_014_thumb0015-0790,63.423,159.986,13.47,148.42,60.0,184.0,15.0,136.0,29932.0,29932.0,29932.0,29932.0,1898377.236,4788700.952,403184.04,4442507.44,1.403,-0.363,2.461,4.415,3.286,-0.727,10.757,27.08,2.5225233748009397,I,0.6848551529729433,0.9077803979234877
MAX_IF43b-1_014_thumb0014-0734,36.863,144.157,5.047,138.389,35.0,158.0,7.0,128.0,22456.0,22456.0,22456.0,22456.0,827795.528,3237189.592,113335.432,3107663.384,0.746,0.027,2.897,4.329,-0.218,-0.454,11.832,24.885,3.910614979790034,I,1.061716552146413,0.8179646895569378
MAX_IF43b-1_014_thumb0013-0690,51.515,167.001,15.438,150.401,49.0,184.0,14.0,134.0,18830.0,18830.0,18830.0,18830.0,970027.45,3144628.83,290697.54,2832050.83,0.632,0.044,2.646,3.77,-0.148,-0.879,8.465,17.809,3.2417936523342714,I,0.8801341981028438,0.9475843775931668
MAX_IF43b-1_014_thumb0011-0661,64.261,207.23,5.756,152.711,64.0,225.0,7.0,134.0,22068.0,22068.0,22068.0,22068.0,1418111.748,4573151.64,127023.408,3370026.348,0.326,-0.111,5.307,4.375,0.134,-0.579,39.639,26.063,3.224817540965749,I,0.875525250782745,1.175848710897731
MAX_IF43b-1_014_thumb0022-0901,35.098,118.007,9.159,142.419,35.0,132.0,8.0,132.0,5368.0,5368.0,5368.0,5368.0,188406.064,633461.576,49165.512,764505.192,0.594,0.116,4.123,3.104,-0.012,-1.175,22.1,11.883,3.362214371189242,I,0.9128279485974414,0.6695863476664022
MAX_IF43b-1_014_thumb0010-0584,60.29,167.489,13.653,143.486,59.0,179.0,12.0,130.0,18822.0,18822.0,18822.0,18822.0,1134778.38,3152477.958,256976.766,2700693.492,0.51,0.125,2.806,4.699,-0.057,-0.5,9.745,29.525,2.7780560623652346,I,0.7542312703876105,0.9503533500919271
MAX_IF43b-1_014_thumb0009-0578,68.077,166.963,14.92,141.295,67.0,177.0,12.0,132.0,21771.0,21771.0,21771.0,21771.0,1482104.367,3634951.473,324823.32,3076133.445,0.266,0.048,2.312,4.853,-0.38,-1.011,7.07,33.359,2.4525610705524628,I,0.6658606631469725,0.9473687608821978
MAX_IF43b-1_014_thumb0008-0472,79.018,201.677,17.55,149.759,71.0,219.0,14.0,138.0,17198.0,17198.0,17198.0,17198.0,1358951.564,3468441.046,301824.9,2575555.282,0.606,0.023,3.745,4.598,-0.57,-0.793,16.74,31.714,2.5522918828621326,I,0.6929371855700183,1.144340300476387
MAX_IF43b-1_014_thumb0006-0452,97.974,210.782,21.243,171.17,95.0,212.0,18.0,146.0,14520.0,14520.0,14520.0,14520.0,1422582.48,3060554.64,308448.36,2485388.4,0.053,0.407,2.358,5.386,-0.523,-0.344,7.052,45.789,2.1514075162798294,I,0.5840986602493757,1.1960031992493632
MAX_IF43b-1_014_thumb0004-0361,52.286,225.015,2.327,136.224,52.0,237.0,5.0,127.0,23695.0,23695.0,23695.0,23695.0,1238916.77,5331730.425,55138.265,3227827.68,0.303,0.095,3.017,3.988,-0.168,-0.556,26.378,20.182,4.3035420571472285,I,1.1683947048084902,1.2767630057552135
MAX_IF43b-1_014_thumb0003-0353,75.359,283.791,19.411,158.634,78.0,307.0,15.0,149.0,18342.0,18342.0,18342.0,18342.0,1382234.778,5205294.522,356036.562,2909664.828,-0.268,-0.038,3.232,2.597,-0.3,-0.462,12.586,8.485,3.765854111652225,I,1.0224145470655526,1.610265316384587
MAX_IF43b-1_014_thumb0019-0883,59.635,115.075,14.503,137.898,62.0,126.0,14.0,133.0,10493.0,10493.0,10493.0,10493.0,625750.055,1207481.975,152179.979,1446963.714,0.002,0.488,2.702,1.944,-0.821,0.589,10.496,4.661,1.9296554037058775,I,0.5238938357882776,0.6529498161779491
MAX_IF43b-1_014_thumb0025-0952,31.432,107.655,8.726,138.518,31.0,119.0,9.0,131.0,7488.0,7488.0,7488.0,7488.0,235362.816,806120.64,65340.288,1037222.784,0.442,0.357,2.598,2.985,-0.331,-0.35,9.795,11.044,3.425012725884449,I,0.9298774543585642,0.610847816299258
MAX_IF43b-1_008_thumb0008-0437,78.791,191.078,9.395,150.973,79.0,196.0,10.0,136.0,24152.0,24152.0,24152.0,24152.0,1902960.232,4614915.856,226908.04,3646299.896,-0.153,0.118,6.265,3.751,-0.056,-0.788,65.988,17.826,2.425124696983158,I,0.6584117958716348,1.084200260487944
MAX_IF43b-1_014_thumb0040-1339,25.534,73.599,-3.389,137.832,25.0,85.0,-1.0,129.0,5175.0,5175.0,5175.0,5175.0,132138.45,380874.825,-17538.075,713280.6,0.771,0.06,1.544,2.526,1.544,-0.631,4.862,7.687,2.882392104644788,I,0.7825580945945789,0.4176098502792168
MAX_IF43b-1_008_thumb0007-0371,70.3,235.132,11.82,150.174,71.0,227.0,11.0,133.0,20312.0,20312.0,20312.0,20312.0,1427933.6,4776001.184,240087.84,3050334.288,-0.244,0.523,4.122,3.586,0.348,-0.127,19.881,15.38,3.344694167852063,I,0.9080712824525549,1.3341681179887337
MAX_IF43b-1_008_thumb0006-0344,68.123,130.241,23.327,144.027,69.0,130.0,22.0,140.0,9922.0,9922.0,9922.0,9922.0,675916.406,1292251.202,231450.494,1429035.894,0.057,0.522,1.775,2.097,-0.797,-0.129,3.883,6.787,1.91185062313756,I,0.5190599080468838,0.7390035803504869
MAX_IF43b-1_008_thumb0004-0235,69.627,193.385,7.006,149.346,69.0,197.0,8.0,132.0,14789.0,14789.0,14789.0,14789.0,1029713.703,2859970.765,103611.734,2208677.994,0.072,0.143,5.308,4.45,0.592,-0.764,38.664,26.169,2.7774426587387078,I,0.7540647337209236,1.0972904644933537
MAX_IF43b-1_008_thumb0003-0221,60.451,293.181,8.648,147.212,60.0,288.0,11.0,138.0,30936.0,30936.0,30936.0,30936.0,1870112.136,9069847.416,267534.528,4554150.432,0.422,0.353,2.771,3.267,0.485,-0.513,14.397,13.414,4.849894956245554,I,1.3167273632992056,1.6635453404898308
MAX_IF43b-1_008_thumb0002-0152,43.187,210.05,18.808,141.626,42.0,218.0,18.0,132.0,35489.0,35489.0,35489.0,35489.0,1532663.443,7454464.45,667477.112,5026165.114,0.576,0.067,2.263,4.785,0.346,-0.576,6.611,27.389,4.8637321416166905,I,1.320484104584036,1.1918497405012227
MAX_IF43b-1_008_thumb0001-0099,59.06,155.528,10.864,156.888,58.0,156.0,13.0,145.0,26265.0,26265.0,26265.0,26265.0,1551210.9,4084942.92,285342.96,4120663.32,0.375,0.38,2.725,4.895,-0.244,-0.486,14.952,33.587,2.633389773112089,I,0.7149549431011253,0.8824851532524359
MAX_IF43b-1_014_thumb0038-1281,30.249,86.239,-0.356,127.435,30.0,103.0,0.0,124.0,4607.0,4607.0,4607.0,4607.0,139357.143,397303.073,-1640.092,587093.045,0.145,-0.318,4.344,4.843,-0.84,-0.468,24.204,30.008,2.850970280009257,I,0.7740271930646164,0.4893307772962864
MAX_IF43b-1_014_thumb0027-1039,51.785,174.459,12.907,151.759,52.0,190.0,10.0,136.0,22351.0,22351.0,22351.0,22351.0,1157446.535,3899333.109,288484.357,3391965.409,0.454,0.009,2.892,4.486,0.038,-0.713,9.771,25.61,3.3689099159988416,I,0.9146457626207416,0.989901994182827
MAX_IF43b-1_014_thumb0037-1265,33.496,141.693,7.444,144.021,33.0,163.0,7.0,132.0,17366.0,17366.0,17366.0,17366.0,581691.536,2460640.638,129272.504,2501068.686,0.38,-0.634,2.547,3.135,-0.715,0.006,9.373,13.478,4.230146883209936,I,1.1484682043936956,0.8039836480877876
MAX_IF43b-1_014_thumb0036-1237,29.913,128.844,-0.86,136.529,30.0,151.0,2.0,128.0,15784.0,15784.0,15784.0,15784.0,472146.792,2033673.696,-13574.24,2154973.736,0.371,-0.237,2.593,3.589,-0.269,-0.986,14.18,17.423,4.307291144318524,I,1.1694125671973408,0.7310768291603882
MAX_IF43b-1_014_thumb0035-1207,32.57,128.196,1.17,132.541,34.0,140.0,3.0,126.0,11355.0,11355.0,11355.0,11355.0,369832.35,1455665.58,13285.35,1505003.055,0.227,0.222,2.275,4.35,-0.427,-0.613,7.119,23.626,3.9360147374884864,I,1.068612486240749,0.7273999968259688
MAX_IF43b-1_014_thumb0032-1182,27.51,117.988,3.546,145.925,28.0,130.0,6.0,132.0,5809.0,5809.0,5809.0,5809.0,159805.59,685392.292,20598.714,847678.325,0.242,0.165,1.816,5.954,-0.331,-0.592,4.732,53.97,4.288913122500908,I,1.1644230067163654,0.6694785393109177
